year,id,lnCI,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,Carbon-peaking pressure,EI,CI_ratio,d1,d2
year	id	lnCI	education	major	tenure	age	hometown	Structure	Open	TI	PGDP2	PGDP	Fixed	FD	UR	pilot	rank	turnover	Carbon-peaking pressure	EI	CI_ratio	d1	d2

2005,9,11,0,6,4,73,9,9,0,38,0,1,0,0,,0,0,1
2006,9,11,0,6,5,74,9,9,0,39,0,1,1,0,2933,0,1,1
2007,9,11,0,8,5,74,9,9,0,41,0,1,0,0,3038,0,1,0
2008,9,11,0,7,5,76,9,10,0,42,0,1,1,0,3039,0,1,1
2009,9,12,0,4,5,76,9,10,0,44,0,1,0,0,3062,0,1,0
2010,9,12,0,2,5,77,9,10,0,45,0,1,0,0,3190,0,1,1
2011,9,12,0,2,5,77,9,10,0,46,0,1,0,0,3251,0,1,0
2012,9,12,0,2,6,77,9,10,0,48,0,1,1,0,3246,0,1,0
2013,9,12,0,2,6,77,9,10,0,49,0,1,1,0,3259,0,1,0
2014,9,12,0,2,7,76,9,10,0,50,0,1,0,0,3353,0,1,0
2015,9,12,0,3,7,76,9,10,0,52,0,1,1,0,3234,0,1,1
2016,9,12,0,3,7,76,9,10,0,54,0,1,0,0,4026,0,1,1
2017,9,12,0,2,7,74,9,10,0,56,0,1,1,0,7802,0,1,1
2018,9,12,0,3,8,74,9,10,0,57,0,1,0,0,8762,0,1,0
2019,9,12,0,4,8,73,9,10,0,58,0,1,0,0,9493,0,1,1
2000,10,11,0,8,5,70,8,8,0,27,0,1,0,0,,,0,0
2001,10,11,0,7,5,70,8,8,0,27,0,1,1,0,,0,0,0
2002,10,11,0,6,5,70,8,9,0,28,0,1,0,0,,0,0,1
2003,10,11,0,5,5,71,8,9,0,29,0,1,0,0,,0,0,0
2004,10,11,0,7,5,72,9,9,0,30,0,1,0,0,,0,0,1
2005,10,11,1,5,5,72,9,9,0,33,0,1,0,0,,0,0,0
2006,10,11,1,3,5,73,9,9,0,34,0,1,0,0,2175,0,0,1
2007,10,11,1,3,5,75,9,9,0,35,0,1,0,0,2415,0,0,0
2008,10,11,1,4,5,77,9,9,0,37,0,1,1,0,2227,0,0,0
2009,10,11,1,2,6,76,9,10,0,39,0,1,0,0,2801,0,0,1
2010,10,11,1,2,5,77,9,10,0,39,0,1,0,0,2888,0,0,0
2011,10,11,1,1,6,78,9,10,0,41,0,1,0,0,2451,0,1,1
2012,10,12,1,1,6,78,9,10,0,42,0,1,1,0,2318,0,1,0
2013,10,12,1,1,6,77,9,10,0,44,0,1,0,0,2583,0,1,0
2014,10,12,1,3,6,77,9,10,0,45,0,1,0,0,2612,0,1,1
2015,10,12,0,2,7,76,9,10,0,47,0,1,1,0,2641,0,1,1
2016,10,12,0,2,7,76,9,10,0,49,0,1,0,0,2684,0,1,1
2017,10,12,0,2,7,75,9,10,0,51,0,1,0,0,9534,0,1,0
2018,10,12,0,1,7,74,9,10,0,52,0,1,0,0,10329,0,1,1
2019,10,12,0,2,8,73,9,10,0,53,0,1,0,0,12435,0,1,0
2000,11,11,1,3,6,75,9,9,0,28,0,1,1,0,,,0,0
2001,11,11,0,4,6,74,9,9,0,29,0,1,0,0,,0,0,1
2002,11,11,0,5,6,74,9,9,0,31,0,1,0,0,,0,1,1
2003,11,11,1,6,6,75,9,9,0,33,0,1,0,0,,0,1,0
2004,11,11,1,7,6,76,9,9,0,35,0,1,0,0,,0,0,0
2005,11,11,1,6,6,78,9,10,0,36,0,1,1,0,,0,1,1
2006,11,12,1,7,6,78,9,10,0,38,0,1,0,0,569,0,1,0
2007,11,12,1,7,6,78,9,10,0,39,0,1,0,0,588,0,1,0
2008,11,12,1,8,6,78,9,10,0,40,0,1,0,0,672,0,1,1
2009,11,12,0,5,7,78,9,10,0,39,0,1,0,0,809,0,1,1
2010,11,12,1,5,7,79,9,10,0,41,0,1,0,0,1339,0,1,0
2011,11,12,1,5,7,80,9,10,0,42,0,1,0,0,1413,0,1,0
2012,11,12,1,5,7,79,9,11,0,43,0,1,0,0,2011,0,1,1
2013,11,12,1,5,7,79,9,11,0,45,0,1,1,0,1808,0,1,0
2014,11,12,1,6,8,78,9,11,0,46,0,1,1,0,2040,0,1,1
2015,11,12,0,5,8,77,9,11,0,49,0,1,0,0,2090,0,1,1
2016,11,12,0,6,8,77,9,11,0,51,0,1,1,0,2244,0,1,1
2017,11,12,0,7,8,76,9,11,0,52,0,1,0,0,7837,0,1,1
2018,11,12,0,9,9,75,9,11,0,54,0,1,0,0,9528,0,1,0
2019,11,12,0,12,9,74,9,11,0,55,0,1,0,0,11052,0,1,0
2000,12,11,1,11,5,81,9,9,0,29,0,1,0,0,,,0,0
2001,12,11,1,12,6,81,9,9,0,32,0,1,1,0,,0,0,1
2002,12,11,1,13,6,80,9,9,0,34,0,1,0,0,,0,0,1
2003,12,11,1,13,6,81,9,9,0,36,0,1,1,0,,0,0,0
2004,12,11,1,14,6,81,9,10,0,39,0,1,0,0,,0,0,0
2005,12,12,1,15,6,79,9,10,0,41,0,1,1,0,,0,0,0
2006,12,12,1,18,6,79,9,10,0,43,0,1,0,0,942,0,1,1
2007,12,12,1,20,6,80,9,10,0,45,0,1,0,0,1106,0,1,0
2008,12,12,1,23,6,81,9,10,0,46,0,1,1,0,1190,0,1,0
2009,12,12,1,20,7,80,9,10,0,47,0,1,0,0,1467,0,1,0
2010,12,12,1,24,7,81,9,10,0,48,0,1,0,0,1666,0,1,1
2011,12,12,1,21,7,82,9,10,0,49,0,1,0,0,2145,0,1,0
2012,12,12,1,18,7,82,9,10,0,51,0,1,0,0,2583,0,1,0
2013,12,12,1,18,7,81,9,10,0,52,0,1,1,0,2895,0,1,0
2014,12,12,0,15,8,81,9,10,0,54,0,1,0,0,3272,0,1,1
2015,12,12,0,13,8,82,9,10,0,55,0,1,0,0,2421,0,1,0
2016,12,12,0,13,8,82,9,11,0,57,0,1,1,0,2634,0,1,1
2017,12,12,0,12,9,81,9,11,0,58,0,1,0,0,9700,0,1,1
2018,12,12,0,16,9,81,9,11,0,60,0,1,0,0,10103,0,1,1
2019,12,12,0,20,9,81,9,11,0,61,0,1,0,0,10543,0,1,0
2000,13,11,1,73,5,76,9,8,0,26,0,1,0,0,,,0,1
2001,13,11,1,61,5,76,9,9,0,27,0,1,0,0,,0,0,0
2002,13,11,1,50,5,75,9,9,0,29,0,1,1,0,,0,0,1
2003,13,11,1,37,5,75,9,9,0,30,0,1,1,0,,0,0,0
2004,13,11,1,23,5,76,9,9,0,32,0,1,0,0,,0,0,1
2005,13,11,1,12,5,75,9,10,0,32,0,1,0,0,,0,0,1
2006,13,11,1,11,6,74,9,9,0,34,0,1,1,0,957,0,0,0
2007,13,12,1,13,6,74,9,9,0,35,0,1,0,0,1049,0,1,1
2008,13,12,1,14,6,74,9,9,0,37,0,1,1,0,1057,0,1,0
2009,13,12,1,12,6,74,9,9,0,38,0,1,0,0,1166,0,1,0
2010,13,12,1,18,6,74,9,10,0,38,0,1,1,0,1716,0,1,0
2011,13,12,1,20,7,75,9,10,0,41,0,1,0,0,1442,0,1,0
2012,13,12,1,20,7,75,9,10,0,42,0,1,0,0,1477,0,1,1
2013,13,12,1,22,7,74,9,10,0,44,0,1,1,0,1625,0,1,1
2014,13,12,1,20,7,74,9,10,0,45,0,1,0,0,2302,0,1,1
2015,13,12,0,14,8,74,9,10,0,47,0,1,0,0,2429,0,1,0
2016,13,12,0,13,8,75,9,10,0,49,0,1,0,0,2920,0,1,1
2017,13,12,0,13,8,75,9,10,0,51,0,1,1,0,6914,0,1,0
2018,13,12,0,14,8,74,9,10,0,52,0,1,0,0,8166,0,1,1
2019,13,12,0,17,8,72,9,10,0,53,0,1,0,0,9542,0,1,1
2000,14,11,0,25,6,87,9,9,0,78,0,1,1,0,,,0,0
2001,14,11,0,24,6,87,9,9,0,79,0,1,1,0,,0,0,1
2002,14,11,0,27,6,86,9,9,0,79,0,1,0,0,,0,0,0
2003,14,11,0,27,6,87,9,9,0,80,0,1,0,0,,0,0,0
2004,14,11,0,36,7,88,9,10,0,80,0,1,0,0,,0,0,1
2005,14,11,0,30,7,88,9,10,0,81,0,1,0,0,,0,0,1
2006,14,11,0,30,7,88,9,10,0,81,0,1,1,0,5970,0,0,1
2007,14,11,0,45,7,89,9,10,0,81,0,0,0,0,6566,0,0,0
2008,14,11,0,41,7,90,10,10,0,82,0,0,0,0,6774,0,0,0
2009,14,11,0,26,8,90,9,10,0,82,0,0,0,0,6189,0,0,1
2010,14,11,0,29,8,91,10,10,0,83,0,0,1,0,7299,0,1,0
2011,14,11,0,25,8,92,10,10,0,83,0,0,0,0,7776,0,0,0
2012,14,11,0,23,8,92,10,10,0,84,0,0,0,0,8143,0,1,1
2013,14,11,0,22,8,91,10,10,0,84,0,0,0,0,7783,0,0,0
2014,14,11,0,25,8,91,10,10,0,84,0,0,1,0,7014,0,0,1
2015,14,11,0,25,9,91,10,11,0,84,0,0,0,0,7724,0,0,0
2016,14,11,0,31,9,91,10,10,0,85,0,0,1,0,7746,0,1,1
2017,14,11,0,26,9,92,10,10,0,85,0,0,1,0,9493,0,1,1
2018,14,11,0,29,9,92,10,10,0,85,0,0,0,0,9200,0,1,1
2019,14,11,0,28,10,92,10,10,0,85,0,0,0,0,9081,0,1,0
2000,15,12,1,3,4,75,9,8,0,43,0,1,1,0,,,1,0
2001,15,12,1,3,4,75,9,8,0,44,0,1,1,0,,0,1,1
2002,15,12,1,3,4,75,9,8,0,45,0,1,0,0,,0,1,0
2003,15,12,1,3,4,75,9,9,0,46,0,1,0,0,,0,1,1
2004,15,12,1,4,4,76,9,9,0,47,0,1,0,0,,0,0,0
2005,15,12,1,3,4,77,9,9,0,48,0,1,0,0,,0,0,0
2006,15,12,1,3,5,77,9,9,0,49,0,1,1,0,3990,0,0,0
2007,15,12,1,4,5,78,9,9,0,50,0,1,0,0,4300,0,1,1
2008,15,12,1,3,5,79,9,9,0,53,0,1,1,0,3847,0,1,1
2009,15,12,0,2,5,79,9,10,0,54,0,1,0,0,3105,0,0,0
2010,15,12,0,5,5,80,9,10,0,55,0,1,0,0,3749,0,1,1
2011,15,12,0,3,6,81,9,10,0,56,0,1,0,0,3689,0,1,1
2012,15,12,0,3,6,81,9,10,0,58,0,1,0,0,4022,0,1,1
2013,15,12,0,3,6,80,9,10,0,59,0,1,0,0,4551,0,1,1
2014,15,12,0,3,6,79,9,10,0,60,0,1,1,0,4934,0,1,0
2015,15,12,0,3,7,79,9,10,0,61,0,1,1,0,4861,0,1,1
2016,15,12,0,2,7,78,9,10,0,62,0,1,0,0,5334,0,1,0
2017,15,12,0,2,7,79,9,9,0,63,0,1,0,0,6767,0,1,1
2018,15,12,0,3,8,80,9,9,0,64,0,1,0,0,6985,0,1,1
2019,15,12,0,4,8,79,9,9,0,66,0,1,0,0,7853,0,1,0
2000,16,11,1,6,4,81,9,8,0,49,0,1,1,0,,,0,0
2001,16,11,1,5,4,80,9,7,0,51,0,1,0,0,,0,0,0
2002,16,11,1,5,4,80,9,8,0,52,0,1,0,0,,0,0,1
2003,16,12,1,5,4,80,9,8,0,53,0,1,0,0,,0,0,0
2004,16,12,1,4,4,81,9,8,0,54,0,1,0,0,,0,0,0
2005,16,12,1,3,4,84,9,8,0,55,0,1,0,0,,0,0,1
2006,16,12,1,3,4,85,9,9,0,56,0,1,1,0,5758,0,0,0
2007,16,12,1,2,5,86,9,9,0,57,0,1,0,0,7510,0,0,0
2008,16,12,1,3,5,87,9,9,0,58,0,1,0,0,9464,0,0,1
2009,16,12,1,2,5,87,9,9,0,59,0,1,1,0,7516,0,0,0
2010,16,12,1,4,6,89,9,9,0,60,0,1,0,0,8672,0,1,1
2011,16,12,1,4,6,90,10,9,0,62,0,1,0,0,10740,0,0,0
2012,16,12,1,3,6,91,10,9,0,63,0,1,1,0,11144,0,0,1
2013,16,12,1,2,6,90,9,10,0,64,0,1,0,0,11765,0,0,0
2014,16,12,1,2,6,89,9,10,0,65,0,1,0,0,11386,0,0,1
2015,16,12,0,2,6,89,9,10,0,66,0,1,1,0,10392,0,0,0
2016,16,12,0,1,6,89,9,10,0,67,0,1,0,0,11562,0,0,0
2017,16,12,0,1,7,89,9,9,0,68,0,1,0,0,13531,0,0,1
2018,16,12,0,1,7,90,9,9,0,68,0,1,1,0,17887,0,0,0
2019,16,12,0,1,7,88,9,9,0,69,0,1,0,0,18221,0,0,1
2000,17,11,1,4,4,72,9,8,0,31,0,1,1,0,,,0,1
2001,17,11,1,3,4,72,8,8,0,32,0,1,0,0,,0,0,0
2002,17,11,1,3,4,72,8,9,0,33,0,1,0,0,,0,0,0
2003,17,11,1,3,4,73,9,9,0,34,0,1,1,0,,0,0,0
2004,17,11,1,3,4,75,9,9,0,34,0,1,0,0,,0,0,1
2005,17,12,1,3,4,76,9,9,0,37,0,1,0,0,,0,0,0
2006,17,12,1,2,5,77,9,9,0,38,0,1,0,0,3070,0,1,1
2007,17,12,1,2,5,77,9,9,0,40,0,1,0,0,3016,0,1,0
2008,17,12,1,3,6,79,9,9,0,40,0,1,1,0,2595,0,0,0
2009,17,12,1,2,6,80,9,10,0,41,0,1,0,0,2451,0,0,0
2010,17,12,1,3,6,80,9,10,0,43,0,1,0,0,2618,0,0,0
2011,17,12,1,4,7,83,9,10,0,43,0,1,1,0,2501,0,0,1
2012,17,12,1,5,7,82,9,10,0,45,0,1,0,0,2147,0,0,0
2013,17,12,1,5,7,81,9,10,0,47,0,1,1,0,2010,0,1,1
2014,17,12,1,3,7,80,9,10,0,48,0,1,0,0,2054,0,1,1
2015,17,12,1,1,7,79,9,10,0,50,0,1,0,0,1980,0,1,1
2016,17,12,1,0,7,79,9,10,0,52,0,1,1,0,1890,0,1,0
2017,17,12,1,0,7,80,9,9,0,53,0,1,0,0,7171,0,1,1
2018,17,12,1,0,7,81,9,9,0,54,0,1,1,0,8178,0,1,0
2019,17,12,1,1,8,80,9,9,0,55,0,1,0,0,9561,0,1,1
2000,18,11,1,1,3,80,9,9,0,36,0,1,1,0,,,0,1
2001,18,11,1,1,3,81,9,8,0,37,0,1,1,0,,0,0,0
2002,18,11,1,1,3,80,9,9,0,38,0,1,0,0,,0,0,1
2003,18,12,1,1,4,80,9,9,0,39,0,1,0,0,,0,0,1
2004,18,12,1,2,4,81,9,9,0,39,0,1,0,0,,0,0,0
2005,18,12,1,3,4,84,9,9,0,40,0,1,1,0,,0,0,1
2006,18,12,1,2,4,84,9,9,0,41,0,1,0,0,1125,0,1,1
2007,18,12,1,3,5,84,9,9,0,42,0,1,0,0,1561,0,1,0
2008,18,12,1,3,5,86,9,9,0,43,0,1,1,0,950,0,0,0
2009,18,12,1,3,6,87,9,10,0,45,0,1,0,0,1183,0,0,1
2010,18,12,1,5,6,89,9,10,0,47,0,1,0,0,1514,0,0,1
2011,18,12,1,8,6,90,9,10,0,53,0,1,0,0,1557,0,0,0
2012,18,12,1,8,7,90,9,10,0,53,0,1,1,0,1616,0,0,0
2013,18,12,1,5,7,89,9,10,0,54,1,1,0,0,1685,0,1,1
2014,18,12,1,6,6,88,9,10,0,56,1,1,0,0,1345,0,0,0
2015,18,12,1,6,7,87,9,10,0,56,1,1,0,0,1467,0,1,1
2016,18,12,1,4,6,87,9,10,0,57,1,1,0,0,1491,0,1,0
2017,18,12,1,4,7,87,9,9,0,58,1,1,1,0,9937,0,0,0
2018,18,12,1,4,7,89,9,9,0,59,1,1,0,0,9459,0,0,0
2019,18,12,1,4,7,88,9,9,0,60,1,1,0,0,10526,0,0,1
2000,19,11,0,1,3,76,9,8,0,37,0,1,1,0,,,0,0
2001,19,11,0,1,3,75,9,8,0,38,0,1,1,0,,0,0,1
2002,19,11,0,1,2,75,9,8,0,39,0,1,0,0,,0,0,1
2003,19,12,1,1,2,75,9,8,0,40,0,1,1,0,,0,0,1
2004,19,12,1,1,2,77,9,8,0,41,0,1,0,0,,0,0,0
2005,19,12,1,1,3,78,9,8,0,42,0,1,0,0,,0,0,1
2006,19,12,1,1,3,80,9,8,0,43,0,1,1,0,1974,0,1,1
2007,19,12,1,1,4,84,9,9,0,44,0,1,0,0,1937,0,0,0
2008,19,11,1,1,4,86,9,9,0,44,0,1,1,0,3388,0,0,1
2009,19,11,1,1,5,89,9,9,0,45,0,1,0,0,724,0,0,0
2010,19,11,1,1,5,90,9,9,0,46,0,1,0,0,2293,0,0,1
2011,19,11,1,1,6,90,10,9,0,48,0,1,1,0,2475,0,0,0
2012,19,11,1,2,6,92,10,10,0,50,0,1,0,0,2861,0,0,0
2013,19,12,1,1,6,90,10,10,0,51,0,1,1,0,3012,0,0,1
2014,19,12,1,1,7,89,9,10,0,52,0,1,0,0,3662,0,0,1
2015,19,12,0,0,5,88,9,10,0,53,0,1,0,0,4362,0,0,0
2016,19,12,0,0,6,88,9,9,0,54,0,1,0,0,4214,0,0,0
2017,19,12,0,1,6,87,9,8,0,55,0,1,1,0,5335,0,0,1
2018,19,12,0,1,6,89,9,8,0,56,0,1,1,0,5593,0,0,0
2019,19,12,0,1,6,87,9,8,0,58,0,1,0,0,6186,0,0,0
2000,20,12,0,39,4,69,8,8,0,35,0,1,1,0,,,1,1
2001,20,12,0,33,5,69,8,8,0,36,0,1,0,0,,0,0,0
2002,20,12,0,28,4,69,8,8,0,37,0,1,0,0,,0,1,1
2003,20,12,1,22,5,70,8,9,0,38,0,1,0,0,,0,0,0
2004,20,12,1,16,5,71,8,9,0,39,0,1,1,0,,0,1,1
2005,20,12,1,10,5,74,9,9,0,40,0,1,0,0,,0,1,1
2006,20,12,1,8,5,74,9,9,0,41,0,1,1,0,808,0,1,0
2007,20,12,1,8,5,75,9,9,0,42,0,1,0,0,988,0,1,1
2008,20,12,1,9,5,76,9,9,0,42,0,1,0,0,1188,0,1,0
2009,20,12,1,2,6,77,9,9,0,43,0,1,0,0,1256,0,1,1
2010,20,12,1,2,6,78,9,10,0,44,0,1,0,0,1436,0,1,1
2011,20,12,1,2,6,78,9,10,0,46,0,1,1,0,1446,0,1,1
2012,20,12,1,3,6,78,9,10,0,47,0,1,0,0,2023,0,1,0
2013,20,12,1,3,6,77,9,10,0,49,0,1,0,0,2295,0,1,0
2014,20,12,0,2,7,76,9,10,0,50,0,1,0,0,2420,0,1,1
2015,20,12,0,1,7,75,9,10,0,52,0,1,0,0,5700,0,1,1
2016,20,12,0,1,7,75,9,10,0,53,0,1,1,0,8669,0,1,0
2017,20,12,0,1,7,77,9,9,0,54,0,1,0,0,10642,0,0,0
2018,20,12,0,1,8,78,9,9,0,55,0,1,1,0,11096,0,1,1
2019,20,12,0,2,8,77,9,9,0,57,0,1,1,0,13125,0,1,0
2000,21,12,1,12,5,65,8,8,0,24,0,1,0,0,,,0,1
2001,21,12,1,13,5,65,8,8,0,26,0,1,0,0,,0,0,0
2002,21,12,1,13,5,65,8,8,0,27,0,1,0,0,,0,0,1
2003,21,12,1,12,5,67,8,9,0,28,0,1,0,0,,0,0,0
2004,21,12,1,12,5,68,8,9,0,30,0,1,0,0,,0,0,1
2005,21,12,1,11,5,70,8,9,0,31,0,1,0,0,,0,0,1
2006,21,12,1,12,6,70,8,9,0,33,0,1,0,0,1869,0,0,1
2007,21,12,1,12,5,70,8,9,0,34,0,1,1,0,1694,0,0,0
2008,21,12,1,13,6,70,8,9,0,35,0,1,1,0,1814,0,0,1
2009,21,12,0,8,6,70,8,10,0,36,0,1,0,0,1710,0,0,1
2010,21,12,0,8,6,70,8,10,0,38,0,1,0,0,2103,0,1,0
2011,21,12,0,8,6,71,8,10,0,40,0,1,0,0,1996,0,1,1
2012,21,12,0,6,7,71,8,10,0,41,0,1,1,0,2691,0,0,0
2013,21,12,0,9,7,71,8,10,0,43,0,1,1,0,2847,0,1,1
2014,21,12,0,8,7,71,8,10,0,44,0,1,1,0,1594,0,1,0
2015,21,12,0,7,7,70,8,10,0,46,0,1,1,0,2622,0,1,1
2016,21,12,0,7,7,70,8,10,0,48,0,1,0,0,2682,0,1,0
2017,21,12,0,7,7,70,8,9,0,49,0,1,1,0,17564,0,1,1
2018,21,12,0,5,8,71,8,9,0,50,0,1,0,0,17262,0,0,0
2019,21,12,0,5,8,70,8,9,0,51,0,1,1,0,17479,0,1,0
2000,22,12,0,6,3,61,8,7,0,28,0,1,0,0,,,1,0
2001,22,12,0,5,4,61,8,8,0,30,0,1,1,0,,0,1,1
2002,22,12,0,4,3,61,8,8,0,31,0,1,0,0,,0,1,0
2003,22,12,0,4,4,62,8,8,0,32,0,1,0,0,,0,1,0
2004,22,12,0,3,4,62,8,8,0,33,0,1,0,0,,0,1,0
2005,22,12,0,2,4,64,8,8,0,34,0,1,0,0,,0,1,0
2006,22,12,0,2,4,65,8,8,0,35,0,1,1,0,976,0,1,1
2007,22,12,1,3,4,67,8,8,0,36,0,1,0,0,954,0,1,0
2008,22,12,1,3,5,69,8,9,0,35,0,1,0,0,1043,0,1,0
2009,22,12,0,2,5,70,8,10,0,36,0,1,1,0,1520,0,1,1
2010,22,12,0,2,6,71,8,10,0,38,0,1,0,0,1431,0,1,1
2011,22,12,1,2,6,73,9,10,0,40,0,1,0,0,1402,0,1,0
2012,22,12,1,2,6,73,9,10,0,41,0,1,0,0,1535,0,1,0
2013,22,12,1,2,6,72,8,10,0,43,0,1,0,0,1604,0,1,1
2014,22,12,0,2,6,72,8,10,0,45,0,1,1,0,1864,0,1,1
2015,22,12,0,2,6,72,8,10,0,46,0,1,1,0,1785,0,1,1
2016,22,12,0,2,6,72,8,10,0,48,0,1,0,0,1350,0,1,0
2017,22,12,0,2,6,74,9,9,0,49,0,1,0,0,7953,0,1,0
2018,22,12,0,2,6,75,9,9,0,51,0,1,0,0,12073,0,1,1
2019,22,12,0,2,7,75,9,9,0,53,0,1,0,0,9686,0,1,1
2000,23,12,1,11,4,67,8,8,0,22,0,1,1,0,,,1,0
2001,23,12,1,10,4,67,8,8,0,25,0,1,0,0,,0,1,1
2002,23,12,1,9,4,67,8,8,0,27,0,1,0,0,,0,1,0
2003,23,12,1,7,4,70,8,9,0,30,0,1,1,0,,0,1,1
2004,23,12,1,5,4,71,8,9,0,32,0,1,0,0,,0,1,0
2005,23,12,1,4,4,74,9,9,0,35,0,1,0,0,,0,0,0
2006,23,12,1,4,5,74,9,9,0,36,0,1,1,0,3234,0,1,1
2007,23,12,1,4,5,74,9,9,0,36,0,1,0,0,2996,0,1,1
2008,23,12,1,5,6,75,9,9,0,37,0,1,1,0,2921,0,1,0
2009,23,12,1,3,6,75,9,10,0,38,0,1,1,0,3644,0,1,1
2010,23,12,1,5,6,75,9,10,0,41,0,1,0,0,2300,0,1,1
2011,23,12,1,4,6,76,9,10,0,42,0,1,0,0,2419,0,1,0
2012,23,12,1,4,6,76,9,10,0,44,0,1,1,0,2770,0,1,1
2013,23,12,1,4,7,75,9,10,0,46,0,1,0,0,2990,0,1,0
2014,23,12,1,2,7,74,9,10,0,47,0,1,0,0,3170,0,1,1
2015,23,12,0,2,7,73,9,10,0,49,0,1,0,0,2303,0,1,0
2016,23,12,0,1,7,73,9,10,0,50,0,1,1,0,2243,0,1,1
2017,23,12,0,1,7,74,9,9,0,51,0,1,0,0,10009,0,1,0
2018,23,12,0,1,7,75,9,9,0,53,0,1,0,0,10318,0,1,1
2019,23,12,0,2,7,74,9,9,0,54,0,1,0,0,11697,0,1,0
2000,24,13,1,35,3,51,7,6,0,24,0,1,1,0,,,1,1
2001,24,13,1,26,4,54,7,7,0,26,0,1,0,0,,0,1,0
2002,24,13,0,20,4,57,8,8,0,27,0,1,0,0,,0,1,1
2003,24,13,1,16,3,61,8,8,0,29,0,1,0,0,,0,1,0
2004,24,13,1,14,4,63,8,9,0,30,0,1,0,0,,0,1,0
2005,24,12,1,8,4,70,8,9,0,32,0,1,0,0,,0,0,0
2006,24,12,1,9,5,71,8,9,0,33,0,1,1,0,342,0,1,1
2007,24,12,1,10,5,72,9,9,0,35,0,1,0,0,476,0,1,0
2008,24,12,1,13,5,74,9,9,0,36,0,1,0,0,470,0,0,0
2009,24,12,1,3,5,73,9,9,0,37,0,1,0,0,555,0,1,0
2010,24,12,1,6,5,75,9,9,0,38,0,1,0,0,448,0,1,1
2011,24,12,1,5,6,77,9,9,0,40,0,1,1,0,480,0,1,1
2012,24,12,1,3,6,77,9,10,0,42,0,1,1,0,552,0,1,0
2013,24,12,1,4,6,75,9,10,0,43,0,1,0,0,613,0,1,0
2014,24,12,1,3,6,74,9,10,0,45,0,1,0,0,586,0,1,1
2015,24,12,1,3,6,72,9,10,0,46,0,1,0,0,636,0,1,0
2016,24,12,1,2,6,72,9,10,0,48,0,1,1,0,682,0,1,0
2017,24,12,1,1,7,75,9,9,0,49,0,1,0,0,8917,0,1,1
2018,24,12,1,1,7,76,9,9,0,51,0,1,0,0,10183,0,0,0
2019,24,12,1,1,7,76,9,9,0,52,0,1,0,0,11058,0,0,0
2000,25,12,0,5,6,78,9,9,0,87,0,1,0,0,,,0,1
2001,25,12,0,5,5,78,9,9,0,79,0,1,0,0,,0,0,1
2002,25,12,0,4,6,80,9,9,0,71,0,1,0,0,,0,0,0
2003,25,12,0,4,6,80,9,9,0,64,0,1,1,0,,0,0,1
2004,25,12,0,7,6,81,9,9,0,56,0,1,1,0,,0,0,0
2005,25,12,0,12,6,83,9,9,0,58,0,1,0,0,,0,0,1
2006,25,12,0,6,6,83,9,9,0,59,0,1,0,0,3360,0,0,0
2007,25,12,0,6,6,83,9,9,0,61,0,1,0,0,3399,0,0,0
2008,25,12,0,5,7,84,9,9,0,63,0,1,0,0,3012,0,1,1
2009,25,12,0,3,7,85,9,9,0,64,0,1,0,0,3290,0,1,0
2010,25,12,0,5,7,85,9,9,0,62,0,1,0,0,8454,0,1,0
2011,25,13,0,6,7,86,9,9,0,64,0,1,1,0,8181,0,1,1
2012,25,12,0,4,7,86,9,9,0,65,0,1,0,0,5055,0,1,1
2013,25,12,0,4,7,86,9,10,0,66,0,1,0,0,5135,0,1,0
2014,25,13,0,5,7,86,9,9,0,67,0,1,0,0,5557,0,1,0
2015,25,13,0,4,8,85,9,9,0,67,0,1,0,0,6113,0,1,0
2016,25,13,0,4,8,84,9,10,0,68,0,1,1,0,6713,0,1,1
2017,25,13,0,4,8,81,9,9,0,69,0,1,0,0,17547,0,1,0
2018,25,13,0,4,8,81,9,9,0,70,0,1,0,0,21166,0,1,1
2019,25,13,0,5,9,79,9,9,0,71,0,1,1,0,24629,0,1,0
2000,26,11,1,12,5,84,9,8,0,98,0,1,0,0,,,0,1
2001,26,11,1,12,5,83,9,9,0,90,0,1,0,0,,0,0,1
2002,26,11,1,10,5,85,9,9,0,83,0,1,1,0,,0,0,1
2003,26,11,1,9,5,86,9,9,0,76,0,1,0,0,,0,0,0
2004,26,11,1,11,5,87,9,9,0,69,0,1,0,0,,0,0,0
2005,26,12,1,9,5,88,9,9,0,71,0,1,0,0,,0,0,1
2006,26,12,1,9,6,88,9,9,0,73,0,1,1,0,6441,0,0,1
2007,26,12,1,11,6,89,9,9,0,75,0,1,0,0,7697,0,0,0
2008,26,12,1,9,6,91,10,9,0,76,0,1,0,0,7381,0,0,0
2009,26,12,1,4,6,92,10,10,0,78,0,1,0,0,7167,0,0,0
2010,26,12,1,5,6,91,10,10,0,79,0,1,1,0,9018,0,0,0
2011,26,12,1,6,6,92,10,10,0,81,0,1,0,0,11774,0,0,1
2012,26,12,1,4,7,91,10,10,0,81,0,1,0,0,11540,0,1,1
2013,26,12,0,4,7,91,10,10,0,82,0,1,1,0,11581,0,0,0
2014,26,12,0,3,7,90,10,10,0,82,0,1,0,0,12206,0,1,0
2015,26,12,0,3,8,89,9,10,0,83,0,1,0,0,19857,0,0,0
